Type,Construction_year,Living_area,LOT,Plot,Other,Insulation,Heating,Energy_label,Energy_consumption,inside_maintenance_state,Rooms,Bedrooms,Sanitation,kitchen,outside_maintenace_state,outside_state_painting,Graden,view,Balcony,Garage,number_of_times_shown,number_of_times_shown_yesterday
Benedenwoning,1900,120 m²,-,115 m²,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,113,0
Appartement,1971,150 m²,-,-,Lift,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,113,0
Bovenwoning,1927,160 m²,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,Ja,-,87,4
Hoekwoning,1972,100 m²,-,-,Lift,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,Ja,83,2
Woon-/winkelpand,1934,61 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,89,0
Woning,1999,198 m²,600 m³,-,-,-,-,-,-,-,6,5,-,-,-,-,-,-,-,Ja,278,2
Geschakelde woning,1931,41 m²,240 m³,104 m²,-,-,-,-,-,-,5,4,-,-,-,-,Ja,-,-,-,303,3
Appartement,1925,56 m²,144 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,179,4
Dubbele bovenwoning,1889,149 m²,488 m³,-,-,-,Openhaard,-,-,-,5,3,-,-,-,-,-,-,Ja,-,352,0
Woning,1927,126 m²,430 m³,-,-,-,-,-,-,-,5,4,-,-,-,-,-,-,Ja,-,306,1
Eengezinswoning,-,146 m²,390 m³,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,Ja,31,0
Appartement,1993,106 m²,336 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,Ja,234,0
Bovenwoning,-,95 m²,289 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,89,1
Appartement,1937,48 m²,124 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,330,0
Eengezinswoning,1965,139 m²,497 m³,103 m²,-,-,-,-,-,-,6,-,-,-,-,-,Ja,-,Ja,Ja,1.268,0
Bovenwoning,1652,157 m²,470 m³,-,-,-,-,-,-,-,5,3,-,-,-,-,-,-,-,-,362,4
Woning,-,115 m²,-,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,Ja,-,29,1
Benedenwoning,-,66 m²,-,-,-,-,-,-,-,-,3,-,-,-,-,-,Ja,-,-,-,37,0
Grachtenpand,1628,188 m²,-,-,-,-,-,-,-,-,5,2,-,-,-,-,Ja,-,-,-,348,1
Vrijstaande woning,2018,178 m²,845 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,Ja,-,-,-,317,1
Hoekwoning,1921,55 m²,211 m³,88 m²,-,-,-,-,-,-,4,2,-,-,-,-,Ja,-,-,-,461,1
Eengezinswoning,-,139 m²,375 m³,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,Ja,31,0
Grachtenpand,1690,,-,-,-,-,Openhaard,-,-,-,17,5,-,-,-,-,Ja,-,-,-,1.003,3
Eengezinswoning,2008,150 m²,420 m³,230 m²,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,Ja,326,0
Appartement,2008,118 m²,304 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,Ja,21,0
Appartement,1942,22 m²,62 m³,-,Lift,-,-,-,-,-,1,1,-,-,-,-,Ja,-,Ja,-,103,11
Appartement,1998,79 m²,204 m³,-,LiftZwembad,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,27,9
Bovenwoning,1904,53 m²,150 m³,-,Zwembad,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,4,1
Woonboot,2001,108 m²,336 m³,-,Lift,-,-,-,-,-,4,-,-,-,-,-,Ja,-,Ja,Ja,7,7
Appartement,1998,108 m²,337 m³,-,Lift,-,-,-,-,-,3,-,-,-,-,-,Ja,-,Ja,Ja,6,6
Appartement,1925,51 m²,137 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,1,1
Appartement,2003,78 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,1,1
Appartement,1931,82 m²,293 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,Ja,-,0,0
Appartement,1934,67 m²,244 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,29,4
Woning,1886,65 m²,199 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,0,0
Appartement,1928,98 m²,436 m³,-,-,-,-,-,-,-,6,3,-,-,-,-,-,-,Ja,-,0,0
Appartement,1911,69 m²,200 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,0,0
Appartement,1966,62 m²,203 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,36,7
Studio,2019,252 m²,817 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,Ja,0,0
Appartement,1995,86 m²,210 m³,-,LiftZwembad,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,-,0,0
Appartement,1929,97 m²,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,Ja,-,0,0
Appartement,1965,89 m²,-,-,Lift,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,0,0
Woning,1934,105 m²,337 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,0,0
Appartement,1966,138 m²,400 m³,-,-,-,-,-,-,-,4,4,-,-,-,-,-,-,Ja,-,0,0
Woon-/winkelpand,1936,59 m²,227 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,-,-,0,0
Woon-/winkelpand,2008,101 m²,330 m³,-,Lift,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,Ja,0,0
Appartement,1930,64 m²,192 m³,-,Zwembad,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,8,3
Appartement,1927,87 m²,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,Ja,-,0,0
-,1957,99 m²,235 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,322,0
Appartement,2004,96 m²,301 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,241,0
Woon-/winkelpand,1926,54 m²,185 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,0,0
Bovenwoning,1998,79 m²,192 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,0,0
Appartement,1931,165 m²,458 m³,-,-,-,-,-,-,-,8,4,-,-,-,-,-,-,Ja,-,9,0
Studio,2019,295 m²,817 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,0,0
Woning,1934,54 m²,182 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,0,0
Herenhuis,-,213 m²,-,-,-,-,-,-,-,-,6,4,-,-,-,-,Ja,-,Ja,-,611,0
Bovenwoning,1934,57 m²,140 m³,-,Zwembad,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,284,0
Bovenwoning,1906,122 m²,380 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,551,0
Bovenwoning,2003,96 m²,290 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,223,1
-,-,30 m²,103 m³,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,Ja,-,0,0
Vrijstaande woning,2006,105 m²,384 m³,72 m²,-,-,-,-,-,-,5,4,-,-,-,-,Ja,-,-,Ja,1.561,0
Bovenwoning,2014,,754 m³,-,-,-,-,-,-,-,5,4,-,-,-,-,-,-,Ja,-,65,0
Woning,1928,102 m²,320 m³,-,-,-,-,-,-,-,5,4,-,-,-,-,-,-,Ja,-,445,1
Appartement,1997,91 m²,280 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,363,1
Benedenwoning,-,51 m²,-,-,-,-,-,-,-,-,3,-,-,-,-,-,Ja,-,Ja,-,58,2
Herenhuis,1964,190 m²,665 m³,833 m²,-,-,-,-,-,-,5,4,-,-,-,-,Ja,-,Ja,-,2.042,0
Appartement,2006,80 m²,234 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,34,0
Appartement,1984,110 m²,-,-,-,-,-,-,-,-,5,4,-,-,-,-,-,-,Ja,-,88,1
Dubbele bovenwoning,1922,130 m²,-,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,15,0
Bedrijfsruimte,2000,,-,153 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65,0
Benedenwoning,1911,294 m²,-,-,-,-,-,-,-,-,9,4,-,-,-,-,Ja,-,Ja,-,985,0
Appartement,1955,47 m²,154 m³,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,Ja,-,62,3
Benedenwoning,1914,39 m²,125 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,-,-,52,2
Appartement,1964,81 m²,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,63,2
Appartement,1906,49 m²,135 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,83,0
Appartement,1889,61 m²,197 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,29,0
Appartement,1888,88 m²,202 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,17,0
Benedenwoning,2015,74 m²,285 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,1.037,4
-,1005,75 m²,225 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,241,3
Appartement,1993,55 m²,117 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,Ja,-,67,1
Woonboot,2009,94 m²,338 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,Ja,112,2
Bovenwoning,1990,77 m²,193 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,47,1
Appartement,2007,110 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,15,0
Appartement,1939,64 m²,201 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,Ja,-,27,1
Bovenwoning,1884,76 m²,264 m³,-,-,-,-,-,-,-,5,2,-,-,-,-,Ja,-,Ja,-,16,0
Appartement,1974,110 m²,275 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,38,2
Appartement,1931,160 m²,430 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,Ja,-,-,-,13,0
Appartement,1906,164 m²,772 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,20,0
Appartement,1923,68 m²,145 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,190,5
Dubbele bovenwoning,-,,263 m³,-,-,-,-,-,-,-,5,4,-,-,-,-,-,-,Ja,-,25,2
Appartement,1994,70 m²,175 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,-,16,0
Woning,1939,60 m²,199 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,25,1
Appartement,1960,49 m²,195 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,29,0
Bovenwoning,1929,72 m²,236 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,27,0
Appartement,2002,61 m²,213 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,28,0
Studio,1912,53 m²,178 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,34,2
Woning,1918,43 m²,125 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,-,-,673,3
Appartement,1899,68 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,56,1
Eengezinswoning,1991,97 m²,320 m³,-,-,-,-,-,-,-,4,-,-,-,-,-,Ja,-,-,-,1.202,27
Bovenwoning,1005,132 m²,-,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,20,0
Appartement,1964,71 m²,238 m³,-,-,-,-,-,-,-,3,1,-,-,-,-,Ja,-,Ja,-,43,4
Bovenwoning,1902,46 m²,146 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,36,3
Appartement,1930,112 m²,366 m³,-,-,-,-,-,-,-,5,4,-,-,-,-,-,-,Ja,-,20,0
Woning,2006,77 m²,282 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,20,0
Woon-/winkelpand,1924,65 m²,195 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,10,1
Hoekwoning,1954,135 m²,-,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,Ja,Ja,29,0
Studio,-,149 m²,472 m³,-,Lift,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,2,2
Woon-/winkelpand,1933,51 m²,192 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,-,-,41,0
Appartement,1981,105 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,Ja,-,Ja,-,36,0
Appartement,1990,77 m²,238 m³,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,26,0
Appartement,1935,62 m²,210 m³,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3
Bovenwoning,1894,42 m²,-,54 m²,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,115,5
Benedenwoning,-,56 m²,-,-,-,-,-,-,-,-,3,-,-,-,-,-,Ja,-,-,-,83,0
Appartement,1908,90 m²,-,-,-,DubbelglasDak,Centrale-verwarming,-,-,Uitstekend,3,2,Bad,Moderne,Uitstekend,Uitstekend,-,Park,Ja,-,18,0
Woning,1925,91 m²,274 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,28,1
Woning,1930,87 m²,270 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,-,-,19,1
Herenhuis,1900,509 m²,-,183 m²,-,-,-,-,-,-,6,5,-,-,-,-,Ja,-,-,-,232,16
Bovenwoning,1956,92 m²,245 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,19,2
Herenhuis,-,569 m²,-,-,-,-,-,-,-,-,13,9,-,-,-,-,Ja,-,Ja,-,468,27
Tussenwoning,1900,110 m²,388 m³,130 m²,-,-,-,-,-,-,5,3,-,-,-,-,Ja,-,-,-,222,0
Bovenwoning,2015,43 m²,131 m³,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,Ja,-,88,2
Dubbele bovenwoning,1926,109 m²,-,-,-,-,-,-,-,-,5,4,-,-,-,-,-,-,Ja,-,26,0
Penthouse,2002,195 m²,640 m³,-,Lift,-,-,-,-,-,4,2,-,-,-,-,-,-,-,-,31,1
Bovenwoning,1005,116 m²,381 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,374,0
Appartement,1924,56 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,93,1
Eengezinswoning,1922,69 m²,270 m³,107 m²,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,811,2
Appartement,1930,50 m²,135 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,59,1
Bovenwoning,1932,105 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,33,2
Boerderij,1723,125 m²,312 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,Ja,119,0
Vrijstaande woning,1883,159 m²,-,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,-,18,0
Penthouse,2004,90 m²,-,-,Lift,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,30,0
Appartement,1906,112 m²,275 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,20,0
Appartement,1993,71 m²,211 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,18,0
Bovenwoning,2010,86 m²,306 m³,-,Zwembad,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,Ja,32,1
Appartement,1931,59 m²,200 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,43,1
Bovenwoning,1899,78 m²,264 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,148,0
Woning,1892,45 m²,144 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,72,5
Appartement,1950,60 m²,155 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,46,2
Appartement,1981,57 m²,170 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,45,0
Woning,1005,73 m²,206 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,20,0
Appartement,1996,83 m²,250 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,32,0
Benedenwoning,2010,119 m²,433 m³,-,-,-,-,-,-,-,5,4,-,-,-,-,Ja,-,-,-,21,0
Studio,1926,52 m²,171 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,39,2
Appartement,1908,51 m²,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,513,0
Appartement,1966,71 m²,225 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,1.396,1
Appartement,1978,67 m²,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,176,0
Woning,1954,107 m²,394 m³,201 m²,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,Ja,84,26
Appartement,1992,75 m²,222 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,Ja,28,0
Bovenwoning,2001,84 m²,247 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,25,1
Tussenwoning,1954,167 m²,598 m³,201 m²,-,-,Openhaard,-,-,-,6,5,-,-,-,-,Ja,-,Ja,-,80,0
Appartement,1921,57 m²,189 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,32,0
Woning,1005,63 m²,186 m³,-,-,-,Centrale-verwarming,-,-,Goed,3,2,Bad,Moderne,Uitstekend,Goed,-,-,-,-,38,0
Bovenwoning,2008,163 m²,-,-,Lift,-,-,-,-,-,5,4,-,-,-,-,-,-,-,-,435,0
Appartement,1882,50 m²,149 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,20,1
Bovenwoning,2018,88 m²,228 m³,-,Lift,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,112,0
Benedenwoning,-,158 m²,-,-,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,Ja,42,0
Appartement,2007,91 m²,312 m³,-,Lift,-,-,-,-,-,3,-,-,-,-,-,Ja,-,Ja,Ja,21,3
Woon-/winkelpand,1005,91 m²,264 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,23,0
Woning,1912,68 m²,233 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,36,3
Tussenwoning,1998,106 m²,345 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,24,0
Appartement,2006,93 m²,-,-,Lift,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,Ja,74,0
Dubbele bovenwoning,1904,137 m²,454 m³,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,26,0
Woning,1932,54 m²,145 m³,-,-,-,-,-,-,-,3,1,-,-,-,-,-,-,Ja,-,53,0
Bovenwoning,1967,34 m²,109 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,75,3
Eengezinswoning,1958,70 m²,277 m³,139 m²,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,-,1.428,1
Appartement,1967,60 m²,180 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,1.091,5
Appartement,1956,75 m²,241 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,43,4
Bovenwoning,-,111 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,47,1
Vrijstaande woning,1902,48 m²,158 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,72,1
Woning,1914,34 m²,123 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,Ja,92,1
Appartement,1934,49 m²,168 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,72,3
Bovenwoning,1968,56 m²,189 m³,-,Lift,-,-,-,-,-,2,-,-,-,-,-,-,-,Ja,-,213,4
Eengezinswoning,1918,135 m²,450 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,Ja,-,-,-,65,0
Appartement,1902,189 m²,-,-,-,-,Openhaard,-,-,-,8,-,-,-,-,-,Ja,-,-,-,38,0
Bovenwoning,2005,89 m²,273 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,63,0
Woon-/winkelpand,1934,65 m²,227 m³,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,14,0
Appartement,2006,88 m²,290 m³,-,Lift,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,35,2
Benedenwoning,2012,74 m²,-,74 m²,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,1.007,3
Bovenwoning,1976,93 m²,293 m³,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,132,0
Bovenwoning,1906,101 m²,297 m³,-,-,-,-,-,-,-,5,4,-,-,-,-,-,-,Ja,-,302,0
Appartement,1904,97 m²,288 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,-,20,0
Appartement,2007,82 m²,221 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,75,2
Eengezinswoning,2010,128 m²,454 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,27,2
Appartement,1929,52 m²,-,-,-,-,-,-,-,-,3,-,-,-,-,-,Ja,-,Ja,-,30,0
Bovenwoning,2017,50 m²,166 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,Ja,-,Ja,-,47,0
Bovenwoning,1899,53 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,7,2
Appartement,1964,89 m²,280 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,5,1
Appartement,1911,34 m²,113 m³,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,Ja,-,54,3
Appartement,1962,70 m²,351 m³,-,Lift,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,113,0
Appartement,2010,120 m²,385 m³,-,Lift,-,-,-,-,-,3,-,-,-,-,-,Ja,-,Ja,-,52,0
Woon-/winkelpand,1940,51 m²,179 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,Ja,-,Ja,-,57,2
Appartement,-,95 m²,330 m³,-,-,-,-,-,-,-,4,-,-,-,-,-,Ja,-,-,-,12,3
Eengezinswoning,1993,173 m²,580 m³,141 m²,-,-,-,-,-,-,6,5,-,-,-,-,Ja,-,-,-,3.424,1
Benedenwoning,1906,72 m²,-,106 m²,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,558,0
Dubbele bovenwoning,-,128 m²,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,Ja,-,54,0
Bovenwoning,1933,56 m²,291 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,30,0
Appartement,2008,81 m²,208 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,47,0
Appartement,1964,76 m²,-,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,208,3
Tussenwoning,1939,110 m²,388 m³,56 m²,-,-,-,-,-,-,6,5,-,-,-,-,Ja,-,Ja,-,427,0
Woning,2005,120 m²,440 m³,72 m²,-,-,-,-,-,-,5,3,-,-,-,-,Ja,-,-,-,1.574,17
Appartement,2004,83 m²,248 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,1.025,0
Bovenwoning,1972,110 m²,334 m³,-,Lift,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,261,1
Appartement,1879,203 m²,685 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,Ja,-,Ja,-,35,0
Tussenwoning,1929,,2.000 m³,490 m²,-,-,-,-,-,-,27,-,-,-,-,-,Ja,-,Ja,-,52,0
Appartement,1912,100 m²,362 m³,-,-,-,-,-,-,-,5,4,-,-,-,-,Ja,-,Ja,-,26,0
Studio,2019,234 m²,650 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,33,0
Studio,2019,213 m²,593 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,25,0
Appartement,2019,294 m²,-,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,Ja,33,3
Appartement,2019,218 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,20,0
Bovenwoning,1984,54 m²,167 m³,-,-,-,-,-,-,-,3,1,-,-,-,-,-,-,-,-,194,2
Bovenwoning,1896,109 m²,300 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,20,0
Appartement,2006,88 m²,320 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,47,0
Vrijstaande woning,1963,350 m²,910 m³,573 m²,-,-,Openhaard,-,-,-,7,5,-,-,-,-,Ja,-,Ja,Ja,1.083,23
Tussenwoning,1875,349 m²,1.200 m³,95 m²,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,-,-,49,0
Bovenwoning,2013,96 m²,262 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,156,0
Appartement,1906,102 m²,393 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,Ja,-,-,-,48,0
Tussenwoning,1925,46 m²,215 m³,110 m²,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,329,24
Bovenwoning,1933,60 m²,200 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,523,0
Appartement,1975,90 m²,-,-,Lift,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,Ja,32,3
Herenhuis,1910,62 m²,402 m³,95 m²,-,-,-,-,-,-,6,4,-,-,-,-,Ja,-,-,-,497,14
Appartement,1934,112 m²,413 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,34,1
Appartement,1924,68 m²,220 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,Ja,-,-,-,73,1
Appartement,1906,90 m²,509 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,-,-,31,0
Dubbele bovenwoning,1934,71 m²,189 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,213,0
Appartement,1984,53 m²,168 m³,-,-,-,-,-,-,-,2,-,-,-,-,-,Ja,-,Ja,-,119,0
Appartement,2003,114 m²,321 m³,-,Lift,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,61,1
Appartement,2004,137 m²,492 m³,-,Lift,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,25,0
Woonboot,-,,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,104,0
Bovenwoning,1924,73 m²,235 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,294,1
Bovenwoning,1924,50 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,133,3
Bovenwoning,1932,112 m²,349 m³,-,-,-,-,-,-,-,6,4,-,-,-,-,Ja,-,Ja,-,277,1
