treinstation,tankstation,supermarkt,basisschool,kinderopvang,middelbare school,café,videotheek,(huis)arts,tandarts,fitnesscentrum,bibliotheek
"['Amsterdam Muiderpoort', '1,2 kilometer']","['Mobil Station Zeist', '1,5 kilometer']","['Spar Van Kempen', '842 meter']","['Aldoende Openbare Basisschool', '98 meter']","['Kinderdagpaleis Boerhaave', '80 meter']","['Metis Montessori Lyceum (AVO)', '338 meter']","['Bromtjie Café', '304 meter']","['Movie MAX Moviestores', '185 meter']","['Sieben Holtrop Huisartsen', '99 meter']","['Tandarts Gezelle Meerburg', '128 meter']","['Care4Fit intermediair in bedrijfsfitness', '95 meter']","['Theosofische Bibliotheek', '910 meter']"
"['Amsterdam Muiderpoort', '1,3 kilometer']","['Mobil Station Zeist', '2,5 kilometer']","['Czaar Peter Supermarkt', '678 meter']","['Pool Basisschool De', '336 meter']","['Gastouderopvang aan huis Sofie Peerdeman', '53 meter']","['Metis Montessori Lyceum', '849 meter']","['Scharrebier Café', '400 meter']","['Twin Film', '791 meter']","['Huisarts mw B G M Grooff', '161 meter']","['SPT Beheer BV', '81 meter']","['Fit For Free Amsterdam', '611 meter']","['Toonkunst-Bibliotheek', '895 meter']"
,,,,,,,,,,,
"['Amsterdam Amstel', '1,6 kilometer']","['Total De Pijp', '1,0 kilometer']","['Poolse Supermarkt en Zo - Poolse Etenswaren', '495 meter']","['Basisschool De Springstok', '100 meter']","['Hoepel BSO De', '100 meter']","['IVKO School', '405 meter']","['Bloemers Drink- en Eetcafé', '154 meter']","[""Ram's Filmclub"", '204 meter']","['Fesoca', '184 meter']","['Tandartspraktijk Kolstee D H', '107 meter']","['SODA Bodyfit', '557 meter']","['Theosofische Bibliotheek', '524 meter']"
,,,,,,,,,,,
"['Amsterdam Centraal', '1,7 kilometer']","['Esso Station FCA', '576 meter']","['Bario Markt', '474 meter']","['Bron Rooms Katholieke Basisschool De', '399 meter']","['Pomydo Kinderdagverblijf', '74 meter']","['Cartesius Lyceum', '106 meter']","['Café Sting The', '407 meter']","['Platebank BV', '359 meter']","['Zipper Huisartsenpraktijk', '203 meter']","['Lengkeek F', '145 meter']","['Fitness Centrum Leidsegracht BV', '435 meter']","['Bibliotheca Philosophica Hermetica', '713 meter']"
,,,,,,,,,,,
"['Amsterdam Centraal', '1,3 kilometer']","['Esso Station FCA', '1,5 kilometer']","['Haducto BV', '72 meter']","['Thijssen Dependance Openbare Basisschool Theo', '313 meter']","['KDV de Kleine Prins Amsterdam Stichting', '164 meter']","['Eilanden De', '438 meter']","['Pleinzicht Café', '53 meter']","['Videoplaza/Video International', '601 meter']","['Zindabad', '233 meter']","['Groen Tandheelkunde', '260 meter']","['Selsa', '843 meter']","['Bibliotheca Philosophica Hermetica', '1,1 kilometer']"
,,,,,,,,,,,
,,,,,,,,,,,
"['Amsterdam Amstel', '1,4 kilometer']","['Total De Pijp', '464 meter']","['Poolse Supermarkt en Zo - Poolse Etenswaren', '263 meter']","['Avonturijn De', '19 meter']","['Kinderdagverblijf Kiekeboe', '114 meter']","['Berlage Lyceum', '398 meter']","['Juicebrothers Van Woustraat', '257 meter']","['Jumbo Videotheken', '246 meter']","['Huisartsenpraktijk Rustenburg', '76 meter']","['Tan K B', '225 meter']","['Your Future Fitness Center', '305 meter']","['Theosofische Bibliotheek', '456 meter']"
"['Amsterdam Sloterdijk', '1,5 kilometer']","['Tankstation Baarsjes West', '629 meter']","['JRV tropical food', '171 meter']","['ISL Basisschool Al Wafa Dependance', '285 meter']","['Bromtol Kinderdagverblijf De', '285 meter']","['ROC Op Maat', '342 meter']","['Grand Café Fossa', '175 meter']","['Tetauni Videotheek', '789 meter']","['Puts - Kozlewicz huisarts K A', '190 meter']","['Laridentique', '33 meter']","['Health Code The', '209 meter']","['Bibliotheca Philosophica Hermetica', '2,6 kilometer']"
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
"['Amsterdam Sloterdijk', '1,2 kilometer']","['Zwarte Pomp BV', '961 meter']","['Supermarkt Wiltzanghlaan', '240 meter']","['Wiltzangh Basisschool De', '219 meter']","['Atfal', '83 meter']","['ROC Op Maat West', '830 meter']","['Admiraaltje', '298 meter']","['Tetauni Videotheek', '1,2 kilometer']","['Huisartsencentrum Pniël', '359 meter']","['Katima Legemate', '285 meter']","['Keijser Fitness De', '240 meter']","['Bibliotheca Philosophica Hermetica', '2,4 kilometer']"
,,,,,,,,,,,
,,,,,,,,,,,
"['Amsterdam Centraal', '4,3 kilometer']","['Total Selfservicestation Kadoelen', '422 meter']","['Van der Velde & Eveleens VOF', '1,2 kilometer']","['Twiske Openbare Basisschool', '422 meter']","['Pedagogisch Medewerker Charmaine Bissoo', '329 meter']","['Praktijkcollege Noord', '1,9 kilometer']","['Kadoelen Café Koffiehuis', '730 meter']","['Eurocorner', '1,1 kilometer']","['Huisartsenpraktijk Molenwijk', '925 meter']","['Oehlers E M en Lunsen D M van Kindertandartspraktijk', '1,1 kilometer']","['Play-Fit', '744 meter']","['Openbare Bibliotheek Waterland Vestiging Landsmeer', '1,6 kilometer']"
"['Amsterdam Centraal', '4,3 kilometer']","['Total Selfservicestation Kadoelen', '422 meter']","['Van der Velde & Eveleens VOF', '1,2 kilometer']","['Twiske Openbare Basisschool', '422 meter']","['Pedagogisch Medewerker Charmaine Bissoo', '329 meter']","['Praktijkcollege Noord', '1,9 kilometer']","['Kadoelen Café Koffiehuis', '730 meter']","['Eurocorner', '1,1 kilometer']","['Huisartsenpraktijk Molenwijk', '925 meter']","['Govers M biologisch tandarts', '1,1 kilometer']","['Play-Fit', '744 meter']","['Openbare Bibliotheek Waterland Vestiging Landsmeer', '1,6 kilometer']"
"['Amsterdam Centraal', '4,3 kilometer']","['Total Selfservicestation Kadoelen', '422 meter']","['Van der Velde & Eveleens VOF', '1,2 kilometer']","['Twiske Openbare Basisschool', '422 meter']","['Pedagogisch Medewerker Charmaine Bissoo', '329 meter']","['Praktijkcollege Noord', '1,9 kilometer']","['Kadoelen Café Koffiehuis', '730 meter']","['Eurocorner', '1,1 kilometer']","['Huisartsenpraktijk Molenwijk', '925 meter']","['Oehlers E M en Lunsen D M van Kindertandartspraktijk', '1,1 kilometer']","['Play-Fit', '744 meter']","['Openbare Bibliotheek Waterland Vestiging Landsmeer', '1,6 kilometer']"
"['Amsterdam Centraal', '4,3 kilometer']","['Total Selfservicestation Kadoelen', '422 meter']","['Van der Velde & Eveleens VOF', '1,2 kilometer']","['Twiske Openbare Basisschool', '422 meter']","['Pedagogisch Medewerker Charmaine Bissoo', '329 meter']","['Praktijkcollege Noord', '1,9 kilometer']","['Kadoelen Café Koffiehuis', '730 meter']","['Eurocorner', '1,1 kilometer']","['Huisartsenpraktijk Molenwijk', '925 meter']","['Oehlers E M en Lunsen D M van Kindertandartspraktijk', '1,1 kilometer']","['Play-Fit', '744 meter']","['Openbare Bibliotheek Waterland Vestiging Landsmeer', '1,6 kilometer']"
,,,,,,,,,,,
"['Amsterdam Muiderpoort', '1,3 kilometer']","['Mobil Station Zeist', '1,3 kilometer']","['Cappadocia', '1,1 kilometer']","['Watergraafsmeer 5e Montessorischool', '439 meter']","['Bee Bee Kinderdagverblijf', '141 meter']","['Onderwijsstichting Esprit', '506 meter']","[""Elsa's Eetcafé"", '809 meter']","['Movie Max Goldmovie Videotheek', '1,4 kilometer']","['Swart Huisartsenpraktijk', '274 meter']","['Tandarts Ohyon', '167 meter']","['Duofit Fitnesscentrum', '362 meter']","['Internationaal Instituut voor Sociale Geschiedenis', '1,9 kilometer']"
,,,,,,,,,,,
"['Amsterdam Lelylaan', '1,6 kilometer']","['Zwarte Pomp BV', '1,1 kilometer']","['CCCP Amsterdam', '153 meter']","['Amsterdam West Binnen De Ring', '155 meter']","['Ieder Anders Orthopedagogisch kindercentrum', '74 meter']","['ABC Het', '155 meter']","['Farid', '304 meter']","['Asian Music Palace', '400 meter']","['Stapes', '170 meter']","['Circe Van Es Tandarts', '346 meter']","['Family Gym The', '282 meter']","['Boekmanstichting Bibliotheek', '2,2 kilometer']"
"['Amsterdam Muiderpoort', '1,2 kilometer']","['Mobil Station Zeist', '1,2 kilometer']","['Cappadocia', '1,0 kilometer']","['Watergraafsmeer 5e Montessorischool', '319 meter']","['Bee Bee Kinderdagverblijf', '115 meter']","['Onderwijsstichting Esprit', '386 meter']","[""Elsa's Eetcafé"", '698 meter']","['Movie MAX Moviestores', '1,3 kilometer']","['Swart Huisartsenpraktijk', '164 meter']","['Tandarts Ohyon', '83 meter']","['Duofit Fitnesscentrum', '460 meter']","['Internationaal Instituut voor Sociale Geschiedenis', '1,8 kilometer']"
,,,,,,,,,,,
"['Amsterdam RAI', '991 meter']","['Douwes & Van der Sluis BV', '484 meter']","['Albert Heijn', '662 meter']","['Maas en Waal 15e Montessorischool Van', '324 meter']","['Kinderdagverblijf Bartele', '221 meter']","['Luzac Lyceum Amsterdam', '508 meter']","[""Narretje Bar Bodega 't"", '216 meter']","['Videoland', '1,3 kilometer']","['Groepspraktijk Trompenburg', '382 meter']","['Tandarts B.M.H. van den Berg', '245 meter']","['Yorbody Ladyfit', '247 meter']","['Theosofische Bibliotheek', '1,3 kilometer']"
"['Amsterdam Zuid', '2,5 kilometer']","['Texaco Bem BV Selfservice', '960 meter']","['British General Stores', '179 meter']","['Cornelis Vrijschool', '392 meter']","['Klavertje 4 Kinderdagverblijf', '212 meter']","['Barlaeusgymnasium', '655 meter']","['Vertigo Kantoor Café', '57 meter']","['Asian Music Palace', '971 meter']","['Lion & Hauser Huisartsen', '172 meter']","['J.C.F. Parodontoloog', '225 meter']","['Body Desk Fit-Center', '324 meter']","['Boekmanstichting Bibliotheek', '1,1 kilometer']"
,,,,,,,,,,,
"['Amsterdam Zuid', '1,8 kilometer']","['Hobbemakade Shell Station', '1,0 kilometer']","['Organic Food For You', '100 meter']","['2e Dalton Basisschool', '383 meter']","['Bengeltjes NV', '152 meter']","['Joke Smit College Vavo (ROC Van Amsterdam)', '397 meter']","['King Arthur', '32 meter']","['Filmclub Videotheek Overtoom', '1,1 kilometer']","['Grannetia P M Huisarts', '192 meter']","['Schaper L E', '103 meter']","['Urban Wellness Concepts BV', '255 meter']","['Praktizijns Sociëteit Bibliotheek', '1,6 kilometer']"
"['Amsterdam Holendrecht', '1,9 kilometer']","['BP Autorette Gaasperdam', '1,4 kilometer']","['Carbon Royalty', '1,0 kilometer']","['Nellestein', '210 meter']","['Amigos BSO', '210 meter']","['Reigersbos Scholengemeenschap', '1,3 kilometer']","['Nachtegaal De', '1,6 kilometer']","['Milan Videotheek', '1,7 kilometer']","['Rene-Medic', '830 meter']","['Tandheelkunde Nellestein', '133 meter']","['Bijlmergym', '848 meter']","['Theosofische Bibliotheek', '7,2 kilometer']"
,,,,,,,,,,,
"['Amsterdam Amstel', '717 meter']","['Mobil Station Zeist', '955 meter']","['Vomar Voordeelmarkt B.V.', '653 meter']","['Spectrum Het', '226 meter']","['Marsepeintje Kinderdagverblijf Het', '195 meter']","['Metis Montessori Lyceum (AVO)', '395 meter']","['Oost Café', '336 meter']","['Movie MAX Moviestores', '526 meter']","['Garretsen H W A J', '279 meter']","['Tandartspraktijk Weesperzijde', '294 meter']","['Kops Sportcentrum', '306 meter']","['Theosofische Bibliotheek', '631 meter']"
"['Amsterdam Centraal', '3,1 kilometer']","['Total Selfservicestation Kadoelen', '3,2 kilometer']","['Versshop Genco', '677 meter']","['Wespennest Katholieke Jenaplan Basisschool De', '450 meter']","['Professional Nanny', '355 meter']","['Clusius College', '829 meter']","[""Sluisje Café 't"", '229 meter']","['Movie MAX Moviestores', '3,3 kilometer']","['Waarnemingen Galenus', '123 meter']","['Tandheelkundig Centrum Amsterdam Noord', '243 meter']","['Temple Fitness World The', '1,1 kilometer']","['Internationaal Instituut voor Sociale Geschiedenis', '2,7 kilometer']"
"['Amsterdam Amstel', '2,1 kilometer']","['Total De Pijp', '1,1 kilometer']","['Daily Fresh & Go BV', '273 meter']","['Kleine Reus Openbare Basisschool De', '313 meter']","['Kind 4 Kids Oppasservice', '160 meter']","['Luzac College Amsterdam', '481 meter']","['Kale Café', '156 meter']","[""Ram's Filmclub"", '630 meter']","['Leau Huisartsenpraktijk E F de', '81 meter']","['Dikkes J F A', '62 meter']","['Fit For Free Amsterdam Lijnbaansgracht', '160 meter']","['Zeemanshoop Koninklijk College', '934 meter']"
"['Amsterdam Amstel', '998 meter']","['Mobil Station Zeist', '1,1 kilometer']","['Vomar Voordeelmarkt B.V.', '780 meter']","['Kaap Openbare Basisschool De', '254 meter']","['Ioanna Riga', '47 meter']","['Metis Montessori Lyceum (AVO)', '193 meter']","['A Cote', '275 meter']","['Movie MAX Moviestores', '232 meter']","['Garretsen H W A J', '98 meter']","['Tandartsspoedpraktijk', '353 meter']","['Only 4 Ladies', '153 meter']","['Theosofische Bibliotheek', '730 meter']"
"['Amsterdam Muiderpoort', '713 meter']","['Mobil Station Zeist', '878 meter']","['Cappadocia', '232 meter']","['Kraal Brede School De', '302 meter']","['Telraam Kinderdagverblijf BSO', '90 meter']","['Montessori College Oost', '332 meter']","[""Elsa's Eetcafé"", '220 meter']","['Telion Entertainment Videotheek', '900 meter']","['Huisartsenpraktijk Hogeweg J J Baars en A Wouters huisartsen', '144 meter']","['Tandartspraktijk Watergraafsmeer', '81 meter']","['Ultimate Fitness Amsterdam', '732 meter']","['Internationaal Instituut voor Sociale Geschiedenis', '1,7 kilometer']"
"['Amsterdam Amstel', '1,1 kilometer']","['Total Selfservicestation De Pijp', '540 meter']","['Poolse Supermarkt en Zo - Poolse Etenswaren', '290 meter']","['Avonturijn De', '395 meter']","['Kinderdagverblijf Kiekeboe', '304 meter']","['Berlage Lyceum', '231 meter']","['Amstel De', '145 meter']","['Videoland', '298 meter']","['Huisartsenpraktijk Rustenburg', '363 meter']","['Raf Tandarts', '95 meter']","['Optimiz Personal Training', '263 meter']","['Theosofische Bibliotheek', '378 meter']"
"['Amsterdam Muiderpoort', '1,5 kilometer']","['Shell Station Kriterion', '2,2 kilometer']","['C 1000 Het IJ', '246 meter']","['Achthoek Basisschool De', '207 meter']","['Bij Opvang De', '152 meter']","['Taalbureau Buijtendorp', '963 meter']","[""Jerry's Eetcafé"", '59 meter']","['Movie MAX Moviestores', '1,2 kilometer']","['Huisartsenpraktijk Oostkaap De', '84 meter']","['Tandartspraktijk Nieuw Amsterdam', '304 meter']","['Personal Best', '341 meter']","['Internationaal Instituut voor Sociale Geschiedenis', '560 meter']"
"['Amsterdam Lelylaan', '1,6 kilometer']","['Zwarte Pomp BV', '1,1 kilometer']","['CCCP Amsterdam', '152 meter']","['Amsterdam West Binnen De Ring', '151 meter']","['Mejjak Kinderopvang D', '83 meter']","['ABC Het', '151 meter']","['Farid', '286 meter']","['Asian Music Palace', '393 meter']","['Stapes', '189 meter']","['Circe Van Es Tandarts', '351 meter']","['Family Gym The', '276 meter']","['Bibliotheca Philosophica Hermetica', '2,2 kilometer']"
"['Amsterdam Zuid', '849 meter']","['Samarco Iron Ore Europe BV', '627 meter']","['Food Village WTC', '631 meter']","['British School of Amsterdam', '223 meter']","['Kinderdagverblijf De Liefste', '237 meter']","['Sint Ignatius Gymnasium', '410 meter']","['BB180', '364 meter']","['Filmclub Videotheek Cinemagic', '1,2 kilometer']","['Postema en Kolthof Huisartsenpraktijk', '123 meter']","['Tandartsenpraktijk Schubertstraat', '144 meter']","['Apollo Health & Fitness', '603 meter']","['Praktizijns Sociëteit Bibliotheek', '788 meter']"
"['Amsterdam Holendrecht', '2,2 kilometer']","['BP Autorette Gaasperdam', '872 meter']","['Carbon Royalty', '176 meter']","['Montessorischool Gaasperdam 16e', '273 meter']","['Gastouder Manal', '129 meter']","['Reigersbos Scholengemeenschap', '678 meter']","['Joint Us', '1,5 kilometer']","['Milan Videotheek', '2,7 kilometer']","['Rene-Medic', '1,9 kilometer']","['Sergio Tandzorg', '439 meter']","['Bijlmergym', '1,9 kilometer']","['Theosofische Bibliotheek', '8,2 kilometer']"
,,,,,,,,,,,
"['Amsterdam Amstel', '625 meter']","['Mobil Station Zeist', '864 meter']","['Vomar Voordeelmarkt B.V.', '578 meter']","['Spectrum Het', '138 meter']","['Karwowska Kinderopvang A', '159 meter']","['Metis Montessori Lyceum (AVO)', '491 meter']","['Oost Café', '320 meter']","['Movie MAX Moviestores', '608 meter']","['H.W. Heckman', '335 meter']","['Tandartspraktijk Weesperzijde', '346 meter']","['Kops Sportcentrum', '294 meter']","['Theosofische Bibliotheek', '687 meter']"
"['Amsterdam Centraal', '1,9 kilometer']","['Esso Station FCA', '589 meter']","['Bario Markt', '462 meter']","['Bron Rooms Katholieke Basisschool De', '264 meter']","['Pomydo Kinderdagverblijf', '142 meter']","['Cartesius Lyceum', '314 meter']","['Café Sting The', '195 meter']","['Platebank BV', '202 meter']","['Gezondheidscentrum Staatsliedenbuurt SAG', '89 meter']","['Maaskant Tandarts M C', '322 meter']","['Fitness Centrum Leidsegracht BV', '645 meter']","['Bibliotheca Philosophica Hermetica', '925 meter']"
"['Amsterdam Centraal', '2,4 kilometer']","['Esso Station FCA', '591 meter']","['Mihan', '453 meter']","['Binnen De Ring Amsterdam West', '50 meter']","['Expat Family Care', '110 meter']","['Marcanti College', '542 meter']","['Klaveren Bridge Schaakcafé 2', '123 meter']","['Super Videotheek De Sloterplas', '517 meter']","['Kuynders H M', '258 meter']","['Tandartspraktijk De Clercqstraat', '39 meter']","['Pilatesworks', '425 meter']","['Bibliotheca Philosophica Hermetica', '1,1 kilometer']"
"['Amsterdam Centraal', '2,1 kilometer']","['Total De Pijp', '1,2 kilometer']","['Organic Food for You VOF', '332 meter']","['Kleine Reus Openbare Basisschool De', '207 meter']","['Kind 4 Kids Oppasservice', '300 meter']","['Luzac College Amsterdam', '351 meter']","['Kale Café', '197 meter']","[""Ram's Filmclub"", '753 meter']","['Huisartsenpraktijk E T C Kelling en O L A van der Clingel', '113 meter']","['Ivory & Ivory Amsterdam', '91 meter']","['Fit For Free Amsterdam Lijnbaansgracht', '64 meter']","['Zeemanshoop Koninklijk College', '792 meter']"
"['Amsterdam Zuid', '1,6 kilometer']","['Total Selfservicestation Stadionplein', '1,6 kilometer']","[""David's Corner"", '1,4 kilometer']","['Jozefschool Sint', '741 meter']","['Bambini Kinderdagverblijf', '396 meter']","['Stichting Ceder Groep', '869 meter']","['Anno 1890 Café Bar', '666 meter']","['Filmclub Buitenveldert', '780 meter']","['S.D.N. Koot', '59 meter']","['Helstone Tandartspraktijk I J H', '76 meter']","['Ten Fit Fitnesscentrum', '541 meter']","['Praktizijns Sociëteit Bibliotheek', '1,6 kilometer']"
,,,,,,,,,,,
,,,,,,,,,,,
"['Amsterdam Muiderpoort', '454 meter']","['Mobil Station Zeist', '1,9 kilometer']","['Mansoor Ahmadi', '159 meter']","['JP Coen Openbare Basisschool', '297 meter']","['Kinderopvang Safari Kids', '19 meter']","['LUCA Praktijkschool', '530 meter']","['Cinar Kardesler Koffiehuis', '25 meter']","['Movie MAX Moviestores', '83 meter']","['Staal Huisarts M', '198 meter']","['Westerink N M', '170 meter']","['Akademia Training', '164 meter']","['Internationaal Instituut voor Sociale Geschiedenis', '612 meter']"
"['Amsterdam Muiderpoort', '1,9 kilometer']","['Shell Station Kriterion', '3,0 kilometer']","['C 1000 Het IJ', '648 meter']","['Basisschool Piet Hein', '402 meter']","['Partou BV', '402 meter']","['Taalbureau Buijtendorp', '99 meter']","[""Jerry's Eetcafé"", '808 meter']","['Movie Max Goldmovie Videotheek', '1,7 kilometer']","['Zondagdienst', '238 meter']","['Burger Tandarts E A C', '345 meter']","['Fit4Less', '292 meter']","['Internationaal Instituut voor Sociale Geschiedenis', '1,3 kilometer']"
