Type,Construction_year,Living_area,LOT,Plot,Other,Insulation,Heating,Energy_label,Energy_consumption,inside_maintenance_state,Rooms,Bedrooms,Sanitation,kitchen,outside_maintenace_state,outside_state_painting,Graden,view,Balcony,Garage,number_of_times_shown,number_of_times_shown_yesterday
Appartement,1922,80 m²,214 m³,-,-,-,-,-,-,-,5,4,-,-,-,-,-,-,Ja,-,49,3
Woning,1988,75 m²,232 m³,-,-,-,-,-,-,-,5,3,-,-,-,-,-,-,Ja,-,60,7
Bovenwoning,2001,84 m²,245 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,31,4
Bovenwoning,2001,84 m²,245 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,25,2
Appartement,1926,111 m²,359 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,90,6
Appartement,1726,114 m²,383 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,84,6
Appartement,1912,72 m²,210 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,54,4
Appartement,1922,171 m²,477 m³,-,-,-,-,-,-,-,5,4,-,-,-,-,-,-,-,-,286,4
Woning,1981,90 m²,287 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,183,3
Woning,1998,116 m²,390 m³,111 m²,-,-,-,-,-,-,5,4,-,-,-,-,Ja,-,-,Ja,442,4
Bovenwoning,1997,89 m²,285 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,208,6
Appartement,1937,56 m²,165 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,50,4
Bovenwoning,1935,59 m²,193 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,70,3
Benedenwoning,1984,71 m²,-,135 m²,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,454,13
Bovenwoning,1005,87 m²,274 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,-,267,3
Appartement,2002,95 m²,279 m³,-,Lift,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,107,2
Appartement,2008,103 m²,353 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,136,4
Bovenwoning,1900,160 m²,570 m³,-,-,-,Openhaard,-,-,-,5,4,-,-,-,-,-,-,Ja,-,390,3
Bovenwoning,2006,81 m²,-,91 m²,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,318,6
Bovenwoning,2010,80 m²,253 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,79,6
Bovenwoning,1895,182 m²,611 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,-,57,3
Appartement,2007,107 m²,300 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,Ja,15,3
Woning,1950,63 m²,182 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,-,-,62,6
Appartement,1939,117 m²,451 m³,-,Lift,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,26,1
Appartement,1984,71 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,80,12
Maisonette,1965,93 m²,-,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,78,38
Benedenwoning,-,460 m²,-,-,Lift,-,-,-,-,-,15,6,-,-,-,-,Ja,-,-,-,18,15
Appartement,1968,53 m²,147 m³,-,Lift,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,4,4
Appartement,1975,79 m²,260 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,Ja,530,16
Bovenwoning,1005,77 m²,235 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,Ja,66,3
Woon-/winkelpand,1999,85 m²,203 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,28,3
Appartement,1926,62 m²,185 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,198,3
Appartement,2008,89 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,105,3
Appartement,2000,70 m²,201 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,Ja,123,6
Grachtenpand,1005,177 m²,-,-,-,-,Openhaard,-,-,-,6,3,-,-,-,-,Ja,-,Ja,-,551,5
Appartement,1915,155 m²,765 m³,-,-,-,Openhaard,-,-,-,5,4,-,-,-,-,-,-,Ja,-,81,6
Appartement,1992,82 m²,260 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,85,3
Appartement,1969,72 m²,190 m³,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,361,29
Herenhuis,-,325 m²,1.065 m³,152 m²,-,-,-,-,-,-,9,5,-,-,-,-,Ja,-,-,-,297,20
Bovenwoning,1005,85 m²,248 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,124,4
Benedenwoning,1906,80 m²,320 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,74,4
Appartement,2009,98 m²,300 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,88,5
Appartement,1960,76 m²,194 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,302,2
Woon-/winkelpand,1890,,701 m³,-,-,-,-,-,-,-,5,4,-,-,-,-,Ja,-,-,-,53,1
Appartement,2007,133 m²,440 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,31,1
Appartement,1005,123 m²,-,-,LiftZwembad,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,14,13
Appartement,1987,75 m²,223 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,5,5
Appartement,2006,104 m²,338 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,128,4
Appartement,2007,86 m²,268 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,348,4
Appartement,1961,83 m²,270 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,1.514,8
-,2003,108 m²,332 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,Ja,83,3
Appartement,1960,88 m²,-,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,1.578,8
Eengezinswoning,1986,120 m²,399 m³,125 m²,-,-,-,-,-,-,5,3,-,-,-,-,Ja,-,Ja,-,285,9
Penthouse,1988,149 m²,445 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,Ja,Ja,104,2
Appartement,1995,85 m²,241 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,Ja,123,9
Eengezinswoning,1954,78 m²,265 m³,58 m²,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,-,2.913,1
Eengezinswoning,1998,198 m²,-,132 m²,-,-,-,-,-,-,7,4,-,-,-,-,Ja,-,-,-,783,4
Benedenwoning,2010,98 m²,347 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,134,3
Appartement,1963,80 m²,212 m³,82 m²,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,1.024,19
Bovenwoning,1915,79 m²,-,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,-,-,51,1
Bovenwoning,1995,91 m²,280 m³,-,Lift,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,-,151,4
Bovenwoning,1883,125 m²,404 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,44,4
Bovenwoning,2002,75 m²,230 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,114,3
Bovenwoning,1906,189 m²,692 m³,-,-,-,Openhaard,-,-,-,5,3,-,-,-,-,-,-,Ja,-,71,3
Eengezinswoning,1958,83 m²,285 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,-,240,12
Appartement,1690,158 m²,585 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,82,3
Appartement,1940,85 m²,290 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,35,0
Woning,1977,87 m²,-,-,-,-,-,-,-,-,4,-,-,-,-,-,Ja,-,Ja,-,3,3
Appartement,1968,85 m²,270 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,18,18
Woning,1968,88 m²,256 m³,-,Lift,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,1,1
Bovenwoning,1914,97 m²,236 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,-,337,11
Appartement,1987,60 m²,182 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,36,2
Benedenwoning,1934,58 m²,220 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,Ja,-,179,1
Appartement,1997,100 m²,292 m³,100 m²,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,198,0
Bovenwoning,1934,104 m²,283 m³,-,-,-,-,-,-,-,6,3,-,-,-,-,-,-,-,-,146,2
Woonboot,1910,73 m²,157 m³,1 m²,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,1.622,27
Bovenwoning,1005,133 m²,472 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,73,0
Tussenwoning,1850,210 m²,575 m³,80 m²,-,-,-,-,-,-,5,-,-,-,-,-,Ja,-,-,-,82,2
Bovenwoning,1926,42 m²,131 m³,-,-,-,-,-,-,-,3,1,-,-,-,-,-,-,-,-,226,6
Bovenwoning,1896,129 m²,350 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,31,2
Appartement,1950,54 m²,175 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,172,1
Appartement,1956,64 m²,215 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,361,5
Benedenwoning,1906,132 m²,342 m³,-,Lift,-,-,-,-,-,5,4,-,-,-,-,Ja,-,-,-,99,6
Bovenwoning,1933,57 m²,188 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,112,8
Bovenwoning,1901,45 m²,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,316,6
Bovenwoning,1930,53 m²,166 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,77,5
Bovenwoning,1999,67 m²,205 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,303,10
Benedenwoning,1894,133 m²,444 m³,-,-,-,-,-,-,-,5,3,-,-,-,-,Ja,-,-,-,904,4
Appartement,1929,96 m²,351 m³,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,68,3
-,1935,115 m²,345 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,22,0
Bovenwoning,1903,62 m²,180 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,49,1
Appartement,1904,44 m²,150 m³,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,Ja,-,66,6
Recreatiewoning,2018,22 m²,75 m³,35 m²,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,1.935,14
Bovenwoning,2010,92 m²,-,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,463,2
Woning,1896,66 m²,216 m³,-,-,-,-,-,-,-,3,1,-,-,-,-,-,-,Ja,-,156,10
Benedenwoning,1929,98 m²,-,98 m²,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,56,4
Bovenwoning,1965,46 m²,150 m³,-,Lift,-,-,-,-,-,-,1,-,-,-,-,-,-,Ja,-,282,23
Benedenwoning,1986,52 m²,186 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,-,-,181,7
Benedenwoning,2013,69 m²,227 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,76,1
Bovenwoning,2012,78 m²,255 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,56,1
Bovenwoning,1905,108 m²,323 m³,-,-,-,-,-,-,-,3,1,-,-,-,-,-,-,Ja,-,275,2
Bovenwoning,1912,132 m²,485 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,-,82,4
Bovenwoning,1920,44 m²,150 m³,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,Ja,-,60,33
Appartement,2015,45 m²,145 m³,-,Lift,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,36,14
Geschakelde woning,1968,263 m²,662 m³,438 m²,-,-,-,-,-,-,7,5,-,-,-,-,Ja,-,-,-,6,6
Bovenwoning,1966,65 m²,203 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,5,5
Bovenwoning,1986,55 m²,140 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,329,1
Bovenwoning,1935,51 m²,140 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,77,2
Bovenwoning,2007,115 m²,372 m³,-,Lift,-,-,-,-,-,4,-,-,-,-,-,Ja,-,Ja,-,184,1
Bovenwoning,1912,77 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,77,1
Appartement,1990,83 m²,254 m³,81 m²,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,1.637,2
Appartement,1904,41 m²,110 m³,-,-,-,-,-,-,-,3,1,-,-,-,-,-,-,Ja,-,142,4
-,1935,115 m²,345 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,-,-,32,0
Appartement,1925,40 m²,116 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,115,6
Appartement,1005,71 m²,264 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,71,0
Woning,1903,72 m²,257 m³,-,-,-,CV hoogrendement,-,-,Uitstekend,3,2,-,-,Uitstekend,Uitstekend,-,-,-,-,57,1
Appartement,1906,65 m²,405 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,148,4
Appartement,1958,70 m²,243 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,114,1
Eengezinswoning,1986,108 m²,212 m³,184 m²,-,-,-,-,-,-,4,-,-,-,-,-,Ja,-,-,-,607,3
Bovenwoning,1931,66 m²,180 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,292,4
Appartement,1929,71 m²,230 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,Ja,-,186,0
Appartement,1994,86 m²,285 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,141,12
Woning,1925,60 m²,186 m³,-,-,-,-,-,-,-,5,2,-,-,-,-,-,-,Ja,-,46,1
-,2003,111 m²,335 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,Ja,18,3
Appartement,1906,64 m²,208 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,55,11
Appartement,2006,119 m²,-,-,Lift,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,23,3
-,2006,98 m²,305 m³,-,-,-,-,-,-,-,5,4,-,-,-,-,-,-,Ja,Ja,5,5
Bovenwoning,1922,48 m²,222 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,1,1
Appartement,1933,98 m²,-,-,-,-,-,-,-,-,6,5,-,-,-,-,-,-,-,-,67,2
Bovenwoning,1957,77 m²,270 m³,-,Lift,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,644,8
Dubbele bovenwoning,1904,57 m²,140 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,142,4
Benedenwoning,1923,57 m²,218 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,41,2
-,1935,112 m²,300 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,26,0
Bovenwoning,1935,52 m²,140 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,58,2
Bovenwoning,1935,52 m²,140 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,53,2
Eengezinswoning,2011,140 m²,458 m³,-,-,-,-,-,-,-,5,4,-,-,-,-,Ja,-,-,-,253,2
Bovenwoning,1968,134 m²,-,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,44,1
Herenhuis,1999,212 m²,713 m³,91 m²,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,Ja,800,89
Penthouse,1960,135 m²,340 m³,-,Lift,-,-,-,-,-,4,2,-,-,-,-,-,-,Ja,-,116,0
Tussenwoning,1725,60 m²,140 m³,27 m²,-,-,-,-,-,-,4,2,-,-,-,-,-,-,-,-,79,3
Bovenwoning,-,152 m²,467 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,-,Ja,50,0
Appartement,1965,81 m²,270 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,124,7
Woon-/winkelpand,1900,43 m²,132 m³,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,Ja,-,347,3
Appartement,1881,237 m²,850 m³,-,-,-,-,-,-,-,6,5,-,-,-,-,Ja,-,-,-,105,4
Benedenwoning,1964,55 m²,225 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,120,2
Bovenwoning,1925,49 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,92,1
Herenhuis,1905,213 m²,800 m³,74 m²,-,-,-,-,-,-,5,3,-,-,-,-,-,-,-,-,237,5
Appartement,2008,85 m²,255 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,25,1
Appartement,1900,45 m²,112 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,138,3
Appartement,1927,55 m²,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,167,2
Bovenwoning,1930,75 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,35,0
Bovenwoning,1935,52 m²,140 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,44,0
Bovenwoning,1935,52 m²,140 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,34,1
Appartement,1906,82 m²,251 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,127,2
Appartement,1934,38 m²,110 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,163,0
Eengezinswoning,2010,143 m²,-,130 m²,-,-,-,-,-,-,7,5,-,-,-,-,Ja,-,-,-,1.018,2
Appartement,1999,97 m²,290 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,170,0
Appartement,2011,107 m²,339 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,152,0
Appartement,2006,113 m²,340 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,Ja,63,2
Bovenwoning,1995,79 m²,240 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,Ja,-,166,2
Woning,1929,54 m²,180 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,44,4
Appartement,1982,82 m²,294 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,-,272,1
Bovenwoning,1905,48 m²,140 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,33,1
Appartement,1993,84 m²,208 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,87,9
Appartement,1905,119 m²,336 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,190,4
Woon-/winkelpand,2016,76 m²,246 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,Ja,82,0
Appartement,1950,55 m²,160 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,73,3
Appartement,1882,69 m²,185 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,52,2
-,1886,54 m²,185 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,54,7
Appartement,1927,34 m²,-,-,Zwembad,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,166,19
Bovenwoning,1966,63 m²,193 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,148,21
Bovenwoning,2005,82 m²,257 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,32,1
Appartement,1933,88 m²,-,-,-,-,-,-,-,-,5,3,-,-,-,-,-,-,-,-,59,4
Appartement,2001,139 m²,406 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,33,1
Appartement,1932,50 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,70,3
Bovenwoning,2007,101 m²,340 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,Ja,436,3
Bovenwoning,2009,118 m²,486 m³,104 m²,-,-,-,-,-,-,5,3,-,-,-,-,Ja,-,Ja,Ja,531,4
Woning,2003,183 m²,586 m³,-,-,-,-,-,-,-,7,6,-,-,-,-,-,-,-,Ja,91,0
Appartement,1921,89 m²,310 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,78,2
Appartement,1905,59 m²,208 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,166,2
Bovenwoning,1965,50 m²,159 m³,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,477,1
-,1957,99 m²,235 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,82,1
-,1957,99 m²,235 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,76,1
Dubbele bovenwoning,1906,74 m²,349 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,102,0
Benedenwoning,1932,76 m²,200 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,30,0
Benedenwoning,1910,60 m²,253 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,Ja,-,-,-,32,4
Villa,1972,185 m²,630 m³,2.070 m²,-,-,-,-,-,-,5,4,-,-,-,-,Ja,-,Ja,Ja,1.208,1
Appartement,1005,158 m²,609 m³,-,-,-,-,-,-,-,5,4,-,-,-,-,-,-,-,-,2.330,0
Eengezinswoning,1958,84 m²,295 m³,99 m²,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,-,-,2.168,8
Bovenwoning,1902,47 m²,156 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,190,11
Appartement,1922,125 m²,300 m³,-,-,-,-,-,-,-,6,5,-,-,-,-,Ja,-,-,-,65,1
Benedenwoning,1905,50 m²,140 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,Ja,-,-,-,27,1
Bovenwoning,1905,48 m²,140 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,23,3
Appartement,1935,52 m²,140 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,52,3
Appartement,1935,52 m²,140 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,44,3
Appartement,1935,52 m²,140 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,33,3
Bovenwoning,1990,78 m²,237 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,110,1
-,1930,51 m²,166 m³,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,Ja,-,53,0
Appartement,1962,86 m²,-,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,62,1
Bovenwoning,1997,100 m²,307 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,Ja,22,2
Bovenwoning,1005,53 m²,175 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,43,0
Tussenwoning,1990,93 m²,-,134 m²,-,-,Openhaard,-,-,-,-,-,-,-,-,-,Ja,-,-,-,475,1
Appartement,1840,111 m²,336 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,65,1
Bovenwoning,1995,85 m²,252 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,Ja,109,1
Woonboot,-,90 m²,160 m³,1 m²,-,-,-,-,-,-,3,2,-,-,-,-,-,-,-,-,2.429,26
Bovenwoning,1972,58 m²,190 m³,-,Lift,-,-,-,-,-,-,1,-,-,-,-,Ja,-,Ja,Ja,42,0
-,2011,128 m²,339 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,Ja,14,1
Appartement,1955,56 m²,146 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,73,1
Eengezinswoning,1954,110 m²,380 m³,92 m²,-,-,-,-,-,-,5,4,-,-,-,-,Ja,-,Ja,-,315,3
Appartement,1990,85 m²,278 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,160,0
Bovenwoning,1905,81 m²,255 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,155,3
-,1936,65 m²,197 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,Ja,-,147,1
Bovenwoning,1988,58 m²,187 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,121,3
Eengezinswoning,1924,68 m²,266 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,Ja,-,Ja,-,100,0
Dubbele bovenwoning,2001,93 m²,282 m³,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,59,1
Woning,1924,71 m²,232 m³,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,49,1
Woning,1905,56 m²,178 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,65,0
Bovenwoning,1913,40 m²,105 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,66,7
Appartement,1968,117 m²,-,-,Lift,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,17,1
Appartement,1963,81 m²,246 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,Ja,-,86,15
Appartement,1958,69 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,45,2
Appartement,1958,67 m²,-,-,-,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,350,2
Appartement,1927,64 m²,214 m³,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,Ja,-,179,3
Appartement,1950,69 m²,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ja,-,121,2
-,1935,112 m²,300 m³,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,15,1
Appartement,1990,73 m²,220 m³,-,-,-,-,-,-,-,3,-,-,-,-,-,Ja,-,Ja,-,46,1
Appartement,1997,95 m²,318 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,-,Ja,417,2
Bovenwoning,1962,77 m²,257 m³,8.257 m²,-,-,-,-,-,-,4,-,-,-,-,-,-,-,Ja,-,1.291,12
Appartement,1998,101 m²,303 m³,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,Ja,93,0
Woon-/winkelpand,2014,83 m²,267 m³,-,LiftZwembad,-,-,-,-,-,3,2,-,-,-,-,Ja,-,Ja,Ja,54,0
Benedenwoning,1996,175 m²,580 m³,-,-,-,-,-,-,-,5,3,-,-,-,-,Ja,-,Ja,Ja,371,0
Appartement,1005,71 m²,-,-,Lift,-,-,-,-,-,3,2,-,-,-,-,-,-,Ja,-,44,0
